S/N,Name,Category,Outsourced (B),Walk in Patient (C),Hospital Patient (D)
5,BISACODYL (DULCOLAX) 5MG SUPP,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
6,BISACODYL (DULCOLAX) 5MG TABS,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
7,CASTOR OIL,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
8,DROTAVERINE HCL 40MG(NO-SPA) TAB,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
9,GLYCERIN SUPP 1G,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
10,GLYCERIN SUPP 2G,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
11,HYOSCINE BUTYLBROMIDE ELIXIR(COLIPAN) 5MG/5ML,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
12,HYOSCINE BUTYLBROMIDE INJ(BUSCOPAN) 20MG/ML,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,₦100.00,N/A
13,HYOSCINE BUTYLBROMIDE TABS 10MG(BUSCOPAN),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,₦100.00,N/A
14,HYOSCINE BUTYLBROMIDE TABS 10MG(COLIPAN),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
15,KAOLIN (DIASTOP) SUSP 200MG/ML,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
16,LACTULOSE  SOLUTION,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
17,LIQUID PARAFFIN,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
18,LOPERAMIDE (IMODIUM) 200MCG/ML SYRUP,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
19,LOPERAMIDE HCL 2MG(IMODIUM),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
20,MAGNESIUM SULFATE(ANDREW'S LIVER SALT),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
21,MAGNESIUM SULFATE(EPSOM SALT) POWDER,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
22,ORS (G-ORAL),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,₦250.00,N/A
23,ORS(DIORALYTE),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
24,PROPANTHELINE BROMIDE 15MG TABS,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
25,SCHERIPROCT SUPPOSITORY,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
26,ZINC SULPHATE TAB 20MG,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
27,DENTINOX INFANT COLIC DROPS,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,"₦2,050.00","₦2,050.00","₦2,050.00"
28,LACTULOSE SOLUTION 3.35MG/5ML,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,"₦4,850.00","₦4,850.00","₦4,850.00"
29,GLYCEROL SUPP 4G/ SUPP,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,₦200.00,₦200.00,₦200.00
30,ZINC,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,₦200.00,₦200.00,₦200.00
31,BABY ZINC(20MG),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,₦300.00,₦300.00,₦300.00
32,ZINC SULPHATE (20MG) PAEDIATRIC,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,₦300.00,₦300.00,₦300.00
33,TAB ZINC SULPHATE(20MG),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,₦200.00,₦200.00,₦200.00
34,ZINOLYTE ORS,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,₦300.00,₦300.00,₦300.00
35,ORS (SOFT LAND),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,₦500.00,₦500.00,₦500.00
36,FARZINCOL ZINC (10MG),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,₦500.00,₦500.00,₦500.00
37,TAB LOPERAMIDE HCL(2MG),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,"₦1,500.00","₦1,500.00","₦1,500.00"
38,ZINC SULPHATE (20MG) PAEDIATRIC,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,₦200.00,₦200.00,₦200.00
39,ZINOLYTE(ORS),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,₦300.00,₦300.00,₦300.00
40,TAB THALAZOLE,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,"₦3,000.00","₦3,000.00","₦3,000.00"
41,TAB BUSCOPAN,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,"₦1,500.00","₦1,500.00","₦1,500.00"
42,LOPERAMIDE HYDROCHLORIDE(2MG),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,N/A,N/A,N/A
43,ORS (ORALDOZ),Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,₦250.00,₦250.00,₦250.00
44,ZINC (DISPERSIBLE) 20MG,Anti-Haemorrhoidal/Antispasmodic/Purgatives/Anti Diarrheal,₦500.00,₦500.00,₦500.00
1,ALBENDAZOLE SUSP (ZOLAT),Anti-Helminthics,N/A,₦300.00,N/A
2,ALBENDAZOLE SUSP(ZENTEL),Anti-Helminthics,N/A,N/A,N/A
3,ALBENDAZOLE TABS,Anti-Helminthics,N/A,₦600.00,N/A
4,MEBENADAZOLE SYR (WORMIN) 100MG/5ML,Anti-Helminthics,N/A,N/A,N/A
5,MEBENDAZOLE (VERMOX) 500MG TAB,Anti-Helminthics,N/A,N/A,N/A
6,PRAZIQUANTEL 600MG TAB,Anti-Helminthics,N/A,N/A,N/A
7,DIEHYLCARBAMAZINE 50MG TAB(CENOCIDE),Anti-Helminthics,N/A,N/A,N/A
8,IVERMECTIN 6MG,Anti-Helminthics,N/A,N/A,N/A
9,LEVAMISOLE SYR 40MG/5ML,Anti-Helminthics,N/A,N/A,N/A
10,LEVAMISOLE 40MG(RETRAX) TAB,Anti-Helminthics,N/A,N/A,N/A
11,PYRANTEL PAMOATE SUSP (PYRANTRIN) 250MG/5ML,Anti-Helminthics,N/A,N/A,N/A
12,PYRANTEL PAMOATE 125MG TABS,Anti-Helminthics,N/A,N/A,N/A
13,SUSPENSION ALBENDAZOLE,Anti-Helminthics,₦500.00,₦500.00,₦500.00
14,TAB MELBENDAZOLE(500MG),Anti-Helminthics,"₦2,000.00","₦2,000.00","₦2,000.00"
15,TAB IVERMECTIN(3MG),Anti-Helminthics,₦100.00,₦100.00,₦100.00
16,ALBENDAZOLE TAB (200MG) - ZOLAT,Anti-Helminthics,₦500.00,₦500.00,₦500.00
17,FERROBIN PLUS,Anti-Helminthics,"₦1,500.00","₦1,500.00","₦1,500.00"
18,TAB IVERMECTIN (12MG),Anti-Helminthics,"₦1,000.00","₦1,000.00","₦1,000.00"
1,ALDOMET( METHYLDOPA) 250MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
2,AMILORIDE+HYDROCHOROTHIAZIDE 5/50MG(MODURETIC) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
3,AMILORIDE+HYDROCHOROTHIAZIDE 5/50MG(NORMORETIC) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
4,AMLODIPINE 10MG(NORVASC) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
5,AMLODIPINE 5MG(TEVA) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
6,AMLODIPINE+ATORVASTATIN 5/10MG (CADUET) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
7,AMLODIPINE+ATORVASTATIN 10/10MG (CADUET) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
8,AMLODIPINE+LISINOPRIL 5/5MG(CO-DILOPRIL) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
9,AMLODIPINE+VALSARTAN 5/160MG(EXFORGE) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
10,AMLODIPINE+VALSARTAN 10/160MG(EXFORGE) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
11,AMLODIPINE+VALSARTAN+HCT 5/160/12.5MG(EXFORGE HCT) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
12,APROVASC 150/10MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
13,APROVASC 300/10MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
14,ATENOLOL 100MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
15,ATENOLOL 50MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
16,ATENOLOL 25MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
17,ATENOLOL+CHLORTALIDONE 100/25MG (TENORIC) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
18,ATORVASTATIN (LIPITOR) 10MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
19,ATORVASTATIN (LIPITOR)20MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
20,BENDROFLUMETHIAZIDE 2.5MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
21,BENDROFLUMETHIAZIDE 5MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
22,BISOPROLOL 2.5MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
23,BISOPROLOL 5MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
24,BISOPROLOL 10MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
25,CANDESARTAN (ATACAND)8MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
26,CANDESARTAN + HYDROCHLORTHIZIDE (ATACAND PLUS) 16/12.5MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
27,CANDESARTAN (ATACAND)16MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
28,CAPTOPRIL 12.5MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
29,CAPTOPRIL 25MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
30,CARVEDILOL 12.5MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
31,CARVEDILOL 3.125MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
32,CARVEDILOL 6.25MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
33,CLOPIDOGREL TABS 75MG(PLAGERINE),Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
34,CHLORTALIDONE+ATENOLOL 12.5/50MG(CO-TENIDONE) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
35,CO-APROVEL 300/12.45MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
36,CO-MICARDIS 80/12.5MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
37,CRESTOR (ROSUVASTATIN) 20MG,Anti-Hypertensive & Cardiovascular Drugs,"₦3,000.00","₦3,000.00",N/A
38,DIGOXIN INJ,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
39,DIGOXIN TABS,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
40,DOXAZOSIN 2MG,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
41,ENALAPRIL 5MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
42,EXFORGE HCT 5/160/25MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
43,EXFORGE HCT 10/160/12.5MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
44,EXFORGE HCT 10/160/25MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
45,FLUVASTATIN (LESCOL) 20MG TABS,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
46,FRUSEMIDE 20MG/2ML INJ,Anti-Hypertensive & Cardiovascular Drugs,N/A,₦100.00,N/A
47,FRUSEMIDE 40MG TABS,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
48,HYDRALAZINE 20MG/ML INJ,Anti-Hypertensive & Cardiovascular Drugs,N/A,₦200.00,N/A
49,HYDRALAZINE HCL 25MG (APRESOLINE) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
50,HYDROCHLOROTHIAZIDE 25MG(ESIDREX) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
51,INDAPAMIDE 1.5MG(NATRILIX) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
52,IRBESARTAN 150MG(APROVEL) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
53,IRBESARTAN 300MG(APROVEL) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
54,IRBESATAN+AMLODIPINE 150/5MG (APROVASC) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
55,IRBESATAN+HCT 150/12.5MG(CO-APROVEL) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
56,LABETALOL HCL 100MG(TRANDATE) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
57,LABETALOL HCL 5MG/ML INJ,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
58,LISINOPRIL 5MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
59,LISINOPRIL 10MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
60,LISINOPRIL+HCT 10/12.5MG(ZESTORETIC) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
61,LOSARTAN 25MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
62,METHYLDOPA 250MG(DOPATAB) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
63,METOPROLOL 25MG (BETALOC) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
64,METOPROLOL 50MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
65,METOPROLOL 100MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
66,MICARDIS 80MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
67,NEBIVOLOL +HCT 5/12.5MG (NEBILONG-H) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
68,NIFEDIPINE 20MG(NIFEDIN RETARD) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
69,NIFEDIPINE 30MG(ADALAT LA) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
70,NIFEDIPINE 30MG(NIFECARD XL) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
71,PERINDOPRIL ARGININE 5MG(COVERSYL) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
72,PERINDOPRIL ARGININE 10MG(COVERSYL) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
73,PERINDOPRIL+AMLODIPINE 5/5MG(COVERAM) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
74,PERINDOPRIL+AMLODIPINE 10/10 MG(COVERAM) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
75,PERINDOPRIL+_AMLODIPINE 5/10MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
76,PROPANOLOL 40MG TABS,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
77,RAMIPRIL 5MG(RAMITACE) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
78,RAMIPRIL 10MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
79,RAMIPRIL TABS 2.5MG (TRITACE),Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
80,RAMIPRIL TABS 5MG (TRITACE),Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
81,RAMIPRIL/HYDROCHLOROTHIAZIDE(THIAPRIL) 5MG/12.5MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
82,RESERPINE+DIHYDROERGOCRISTINE+CLOPAMIDE(BRINERDINE)0.1/05/5 MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
83,ROSUVASTATIN 10MG(CRESTOR) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
84,S-AMLODIPINE (ASOMEX) 2.5MG,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
85,S-AMLODIPINE (ASOMEX) 5MG,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
86,SIMVASTATIN 10MG TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
87,SLOW K TABS  600MG,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
88,SODIUM NITROPRUSSIDE 50MG POWDER IV,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
89,SPIRONOLACTONE TABS 100MG,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
90,SPIRONOLACTONE TABS 25MG,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
91,TELMISARTAN 40MG(MICARDIS) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
92,TELMISARTAN+HCT 40/12.5MG(CO-MICARDIS) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
93,TELMISARTAN+HCT 40/12.5MG(ARBITEL-H) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
94,VALSARTAN 160MG (DIOVAN) TABS,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
95,VALSARTAN 80mg (DIOVAN) TABS,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
96,VALSARTAN/HYDROCHLORTHIAZIDE 160/12.5MG (CO-DIOVAN) TAB,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
97,VALSARTAN/HYDROCHLORTHIAZIDE 80/12.5MG (CO-DIOVAN) TABS,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
98,VASOPRIN 75MG,Anti-Hypertensive & Cardiovascular Drugs,N/A,N/A,N/A
99,AMLODIPINE (NORVASC) 5MG TAB/SATCHET,Anti-Hypertensive & Cardiovascular Drugs,"₦1,580.00","₦1,580.00","₦1,580.00"
100,TAB AMLODIPINE (5MG),Anti-Hypertensive & Cardiovascular Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
101,LABETALOL INJ,Anti-Hypertensive & Cardiovascular Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
102,TAB LISINOPRIL(10MG),Anti-Hypertensive & Cardiovascular Drugs,"₦1,200.00","₦1,200.00","₦1,200.00"
103,TAB LISINOPRIL(5MG),Anti-Hypertensive & Cardiovascular Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
104,TAB ATENOLOL(50MG),Anti-Hypertensive & Cardiovascular Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
105,TAB NIFIDIPINE(20MG),Anti-Hypertensive & Cardiovascular Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
106,AMLODIPINE (5MG),Anti-Hypertensive & Cardiovascular Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
107,INJ FRUSEMIDE(20MG/2ML),Anti-Hypertensive & Cardiovascular Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
108,TAB VASOPRIN(75MG),Anti-Hypertensive & Cardiovascular Drugs,₦300.00,₦300.00,₦300.00
109,TAB AMLODIPINE(10MG),Anti-Hypertensive & Cardiovascular Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
110,"TAB ROSUVASTATIN(CRESTOR, 5MG)",Anti-Hypertensive & Cardiovascular Drugs,"₦11,500.00","₦11,500.00","₦11,500.00"
111,TAB ROSUVASTATIN(10MG),Anti-Hypertensive & Cardiovascular Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
112,TAB LISINOPRIL(10MG),Anti-Hypertensive & Cardiovascular Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
113,AMLODIPINE(10MG),Anti-Hypertensive & Cardiovascular Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
114,INJ FRUSEMIDE,Anti-Hypertensive & Cardiovascular Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
115,LISINOPRIL TAB,Anti-Hypertensive & Cardiovascular Drugs,₦200.00,₦200.00,₦200.00
116,NIFEDIPINE XL(30mg),Anti-Hypertensive & Cardiovascular Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
117,INJECTION LABETALOL,Anti-Hypertensive & Cardiovascular Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
118,TAB LABETATLOL(200MG),Anti-Hypertensive & Cardiovascular Drugs,₦250.00,₦250.00,₦250.00
119,TAB AMLODIPINE/CARD,Anti-Hypertensive & Cardiovascular Drugs,₦500.00,₦500.00,₦500.00
120,AMLODIPINE 5MG,Anti-Hypertensive & Cardiovascular Drugs,₦750.00,₦750.00,₦750.00
121,AMLODIPINE BESILATE(10MG),Anti-Hypertensive & Cardiovascular Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
122,LISINOPRIL 10MG TABLETS,Anti-Hypertensive & Cardiovascular Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
123,BROMAZEPAM 3MG (COUNTING),Anti-Hypertensive & Cardiovascular Drugs,₦100.00,₦100.00,₦100.00
124,AMLODIPINE (10MG),Anti-Hypertensive & Cardiovascular Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
1,AMODIAQUINE 200MG TABS,Anti-Malaria,N/A,N/A,N/A
2,AMODIAQINE 50MG/5ML SUSP,Anti-Malaria,N/A,N/A,N/A
3,ARTEETHER 150MG/2ML INJ(E-MAL),Anti-Malaria,N/A,N/A,N/A
4,ARTEMETHER INJ 40MG/ML (LARITHER),Anti-Malaria,N/A,N/A,N/A
5,ARTEMETHER INJ 80MG/ML (PALUTHER),Anti-Malaria,N/A,N/A,N/A
6,ARTEMETHER/ LUMEFANTRINE 180/1080MG/60ML SYRUP,Anti-Malaria,N/A,N/A,N/A
7,ARTEMETHER/LUMENFANTRINE 20/120MG (COARTEM DISPERSIBLE) TABS,Anti-Malaria,N/A,N/A,N/A
8,ARTEMETHER/LUMEFANTRINE 80/480MG(AMATEM FORTE) TAB,Anti-Malaria,N/A,N/A,N/A
9,ARTEMETHER/LUMEFANTRINE 80/480MG (COARTEM)TABS,Anti-Malaria,N/A,N/A,N/A
10,ARTERMETHER/LUMEFANTRINE SUSP (COARTESIANE),Anti-Malaria,N/A,N/A,N/A
11,ARTEMISININ/PIPERAQUINE 62.5/375MG(ARTEQUICK) TAB,Anti-Malaria,N/A,N/A,N/A
12,ARTESUNATE /(PLASMOTRIM)50ML TABS  LACTAB,Anti-Malaria,N/A,N/A,N/A
13,ARTESUNATE /(PLASMOTRIM)50ML TABS RECTOCAP,Anti-Malaria,N/A,N/A,N/A
14,ARTESUNATE 50MG TAB,Anti-Malaria,"₦1,500.00","₦1,500.00",N/A
15,ARTESUNATE SUSP 160MG/80ML,Anti-Malaria,N/A,N/A,N/A
16,ARTESUNATE INJ 60MG/ML,Anti-Malaria,"₦1,300.00","₦1,300.00",N/A
17,ARTESUNATE/AMODIAQUINE 100/300MG(CAMOSUNATE JUNIOR) TAB,Anti-Malaria,N/A,N/A,N/A
18,ARTESUNATE/AMODIAQUINE 50/150MG(CAMOSUNATE CHILDREN) POWDER,Anti-Malaria,N/A,N/A,N/A
19,ARTESUNATE/AMODIAQUINE 200/600MG(CAMOSUNATE ADULT) TAB,Anti-Malaria,N/A,N/A,N/A
20,ARTESUNATE/SULFADOXINE+PYRIMETHAMINE 200/500+25MG TABS(FARENAX)-ADULT,Anti-Malaria,N/A,N/A,N/A
21,ARTESUNATE/FANSIDER TABS 50/500+25MG(FARENAX)-CHILDREN,Anti-Malaria,N/A,N/A,N/A
22,ARTESUNATE/MEFLOQUINE 300/375MG(ARTEQUIN) CHILD TAB,Anti-Malaria,N/A,N/A,N/A
23,ARTESUNATE/MEFLOQUINE 600/750MG(ARTEQUIN) ADULT TAB,Anti-Malaria,N/A,N/A,N/A
24,ARTESUNATE/TRIMETHOPRIME/SULFAMETRINE(CO-ARINATE)ADULT,Anti-Malaria,N/A,N/A,N/A
25,ARTESUNATE/TRIMETHOPRIME/SULFAMETRINE(CO-ARINATE)CHILDREN,Anti-Malaria,N/A,N/A,N/A
26,ARTEROLAN/PIPERAQUINE 150/750MG (SYNRIAM) TAB,Anti-Malaria,"₦1,500.00","₦1,500.00",N/A
27,ARTHERMETER/NAPHTHOQINE(ARCO)TABS,Anti-Malaria,N/A,N/A,N/A
28,CHLOROQUINE (NIVAQUINE)TABS (2-2-1),Anti-Malaria,N/A,N/A,N/A
29,CHLOROQUINE PHOSPHATE 322MG/5ML INJ,Anti-Malaria,N/A,N/A,N/A
30,CHLOROQUINE SULFATE 200MG TAB,Anti-Malaria,N/A,N/A,N/A
31,CHOLOQUINE SULFATE SYRUP( VINAQUINE)68MG/5ML,Anti-Malaria,N/A,N/A,N/A
32,DIHYDROARTEMISIN/TRIMETHOPRIM/PIPERAQUINE 32/90/320MG(TRIACT),Anti-Malaria,N/A,N/A,N/A
33,DIHYDROARTEMISININ/PIPERQUINE 40/320MG(D-ARTEPP) TAB,Anti-Malaria,N/A,N/A,N/A
34,DIHYDROARTEMISININ/PIPERAQUINE 80/640MG/80ML(P-ALAXIN) SUSP,Anti-Malaria,N/A,N/A,N/A
35,DIHYDROARTEMISININ/PIPERQUINE 40/320MG(DUOCOTEXIN) TAB,Anti-Malaria,N/A,N/A,N/A
36,HALOFANTRINE SYRUP,Anti-Malaria,N/A,N/A,N/A
37,HALOFANTRINE 250MG (HALFAN) TABS,Anti-Malaria,N/A,N/A,N/A
38,MEFLOQUINE HCL 250MG TAB,Anti-Malaria,N/A,N/A,N/A
